================================================================================
FVG (Fair Value Gap) Analysis Results
Time Window: 8:30 - 10:00
================================================================================

SUMMARY BY YEAR
--------------------------------------------------------------------------------
Year     Trading Days    Bullish FVG     Bearish FVG     Total FVG   
--------------------------------------------------------------------------------
2018     257             520             483             1003        
2019     258             510             409             919         
2020     259             529             426             955         
2021     258             504             411             915         
2022     258             485             493             978         
2023     257             491             484             975         
2024     259             483             435             918         
2025     222             398             340             738         
--------------------------------------------------------------------------------
TOTAL                    3920            3481            7401        
25/07/2018   08:50:00     Bullish    1.4544         
25/07/2018   09:00:00     Bearish    2.9088         
25/07/2018   09:05:00     Bearish    0.8726         
25/07/2018   09:10:00     Bearish    7.8538         
25/07/2018   09:20:00     Bullish    0.5818         
25/07/2018   09:35:00     Bullish    2.9088         
26/07/2018   08:50:00     Bearish    3.7815         
26/07/2018   08:55:00     Bearish    0.2909         
26/07/2018   09:05:00     Bullish    10.1809        
26/07/2018   09:10:00     Bullish    3.1997         
27/07/2018   08:40:00     Bearish    14.8350        
27/07/2018   09:00:00     Bearish    9.5991         
27/07/2018   09:45:00     Bearish    12.5080        
27/07/2018   09:50:00     Bearish    0.2909         
30/07/2018   08:40:00     Bearish    17.1621        
30/07/2018   08:45:00     Bearish    22.1071        
30/07/2018   09:55:00     Bearish    0.8726         
31/07/2018   08:45:00     Bearish    1.7453         
31/07/2018   08:50:00     Bearish    8.1447         
31/07/2018   08:55:00     Bearish    0.8726         
31/07/2018   09:15:00     Bearish    6.3994         
31/07/2018   09:20:00     Bearish    14.5441        
01/08/2018   09:15:00     Bullish    5.8177         
01/08/2018   09:20:00     Bullish    2.3271         
01/08/2018   09:55:00     Bearish    1.1635         
02/08/2018   08:40:00     Bullish    2.0362         
02/08/2018   08:55:00     Bullish    2.0362         
02/08/2018   09:05:00     Bullish    5.2359         
02/08/2018   09:10:00     Bullish    1.7453         
02/08/2018   09:20:00     Bullish    2.9088         
02/08/2018   09:25:00     Bullish    2.9088         
02/08/2018   09:40:00     Bullish    3.7815         
02/08/2018   09:55:00     Bearish    1.7453         
03/08/2018   09:05:00     Bullish    7.8538         
03/08/2018   09:30:00     Bullish    4.6541         
03/08/2018   09:50:00     Bearish    0.5818         
03/08/2018   09:55:00     Bearish    1.1635         
06/08/2018   08:55:00     Bullish    6.6903         
06/08/2018   09:25:00     Bearish    7.2721         
07/08/2018   08:45:00     Bearish    4.0724         
07/08/2018   08:50:00     Bearish    3.4906         
07/08/2018   09:45:00     Bearish    3.7815         
07/08/2018   09:50:00     Bearish    0.8726         
08/08/2018   09:10:00     Bullish    2.6179         
08/08/2018   09:45:00     Bullish    5.2359         
08/08/2018   09:50:00     Bullish    4.0724         
08/08/2018   09:55:00     Bullish    8.7265         
09/08/2018   09:10:00     Bullish    0.8726         
09/08/2018   09:25:00     Bullish    0.8726         
09/08/2018   09:55:00     Bearish    2.9088         
10/08/2018   08:55:00     Bearish    6.1085         
10/08/2018   09:00:00     Bearish    2.6179         
10/08/2018   09:10:00     Bullish    8.7265         
10/08/2018   09:15:00     Bullish    6.1085         
10/08/2018   09:45:00     Bearish    9.0174         
13/08/2018   08:55:00     Bullish    7.8538         
13/08/2018   09:00:00     Bullish    0.5818         
13/08/2018   09:10:00     Bullish    1.1635         
13/08/2018   09:15:00     Bullish    6.6903         
14/08/2018   08:50:00     Bearish    6.6903         
14/08/2018   09:05:00     Bearish    2.9088         
14/08/2018   09:15:00     Bullish    4.3632         
14/08/2018   09:35:00     Bullish    4.9450         
14/08/2018   09:40:00     Bullish    3.7815         
14/08/2018   09:50:00     Bullish    2.3271         
15/08/2018   08:40:00     Bullish    4.6541         
15/08/2018   08:50:00     Bearish    11.3444        
15/08/2018   09:00:00     Bearish    9.5991         
15/08/2018   09:05:00     Bearish    20.9436        
15/08/2018   09:30:00     Bearish    1.7453         
15/08/2018   09:40:00     Bullish    5.5268         
16/08/2018   09:55:00     Bearish    1.7453         
17/08/2018   08:55:00     Bearish    2.0362         
17/08/2018   09:10:00     Bearish    10.7627        
17/08/2018   09:15:00     Bearish    1.4544         
20/08/2018   08:45:00     Bearish    6.9812         
20/08/2018   08:55:00     Bearish    7.2721         
20/08/2018   09:15:00     Bearish    5.2359         
21/08/2018   08:55:00     Bullish    6.6903         
21/08/2018   09:50:00     Bearish    0.2909         
22/08/2018   09:15:00     Bullish    6.1085         
22/08/2018   09:40:00     Bullish    0.8726         
22/08/2018   09:50:00     Bullish    10.1809        
23/08/2018   08:40:00     Bullish    4.6541         
23/08/2018   08:45:00     Bullish    5.5268         
23/08/2018   08:50:00     Bullish    3.7815         
23/08/2018   09:05:00     Bearish    0.8726         
23/08/2018   09:50:00     Bearish    5.5268         
24/08/2018   09:05:00     Bullish    5.8177         
24/08/2018   09:30:00     Bullish    1.4544         
24/08/2018   09:35:00     Bullish    5.5268         
24/08/2018   09:50:00     Bullish    0.5818         
27/08/2018   09:00:00     Bullish    4.9450         
27/08/2018   09:05:00     Bullish    0.2909         
27/08/2018   09:15:00     Bullish    3.4906         
27/08/2018   09:20:00     Bullish    1.7453         
27/08/2018   09:25:00     Bullish    1.4544         
27/08/2018   10:00:00     Bullish    1.7453         
28/08/2018   09:00:00     Bullish    2.0362         
28/08/2018   09:20:00     Bearish    0.8726         
28/08/2018   09:50:00     Bearish    2.3271         
29/08/2018   08:40:00     Bullish    2.9088         
29/08/2018   09:30:00     Bullish    1.7453         
29/08/2018   09:40:00     Bullish    3.1997         
29/08/2018   09:45:00     Bullish    8.4356         
29/08/2018   09:50:00     Bullish    1.4544         
30/08/2018   09:20:00     Bullish    1.1635         
30/08/2018   09:35:00     Bullish    5.2359         
31/08/2018   08:40:00     Bullish    1.1635         
31/08/2018   09:10:00     Bullish    2.3271         
03/09/2018   08:45:00     Bullish    1.1635         
03/09/2018   08:50:00     Bullish    0.2909         
03/09/2018   08:55:00     Bullish    0.5818         
03/09/2018   09:15:00     Bearish    0.8726         
03/09/2018   09:30:00     Bullish    0.2909         
03/09/2018   09:35:00     Bullish    1.4544         
03/09/2018   09:40:00     Bullish    0.2909         
04/09/2018   08:40:00     Bearish    35.4877        
04/09/2018   08:55:00     Bullish    0.2909         
04/09/2018   09:00:00     Bullish    4.3632         
04/09/2018   09:05:00     Bullish    5.2359         
04/09/2018   09:10:00     Bullish    3.4906         
04/09/2018   09:50:00     Bullish    7.8538         
05/09/2018   08:55:00     Bearish    17.7439        
05/09/2018   09:00:00     Bearish    10.4718        
05/09/2018   09:25:00     Bearish    6.3994         
05/09/2018   09:50:00     Bullish    5.5268         
06/09/2018   08:40:00     Bearish    13.9624        
06/09/2018   08:50:00     Bullish    1.7453         
06/09/2018   09:10:00     Bearish    17.7439        
06/09/2018   09:15:00     Bearish    10.7627        
06/09/2018   09:50:00     Bearish    10.1809        
07/09/2018   08:40:00     Bullish    2.3271         
07/09/2018   08:55:00     Bullish    24.1433        
07/09/2018   09:50:00     Bullish    8.4356         
10/09/2018   09:05:00     Bearish    2.3271         
10/09/2018   09:10:00     Bearish    1.4544         
10/09/2018   09:40:00     Bullish    0.8726         
10/09/2018   10:00:00     Bearish    6.1085         
11/09/2018   08:45:00     Bullish    3.7815         
11/09/2018   08:50:00     Bullish    5.5268         
11/09/2018   09:35:00     Bearish    4.6541         
11/09/2018   09:50:00     Bearish    1.1635         
12/09/2018   08:55:00     Bearish    5.8177         
12/09/2018   09:35:00     Bearish    7.5630         
13/09/2018   08:40:00     Bullish    5.5071         
13/09/2018   08:45:00     Bullish    2.6086         
13/09/2018   09:20:00     Bearish    6.6664         
13/09/2018   09:40:00     Bearish    0.8695         
14/09/2018   09:20:00     Bullish    4.3477         
14/09/2018   09:35:00     Bullish    3.7680         
14/09/2018   09:50:00     Bearish    0.8695         
17/09/2018   08:40:00     Bearish    22.3181        
17/09/2018   09:05:00     Bearish    0.8695         
17/09/2018   09:50:00     Bearish    4.3477         
18/09/2018   09:15:00     Bullish    6.9563         
18/09/2018   09:20:00     Bullish    0.2898         
18/09/2018   09:30:00     Bearish    2.3188         
18/09/2018   09:45:00     Bullish    0.5797         
19/09/2018   08:40:00     Bearish    13.9126        
19/09/2018   09:10:00     Bearish    2.8985         
19/09/2018   09:15:00     Bearish    12.7532        
19/09/2018   09:55:00     Bearish    6.3766         
20/09/2018   08:45:00     Bullish    1.1594         
20/09/2018   09:05:00     Bullish    13.0430        
20/09/2018   09:30:00     Bearish    2.0289         
21/09/2018   08:55:00     Bearish    2.6086         
21/09/2018   09:25:00     Bearish    13.3329        
21/09/2018   09:30:00     Bearish    3.4781         
24/09/2018   08:45:00     Bullish    6.9563         
24/09/2018   10:00:00     Bullish    3.1883         
25/09/2018   09:25:00     Bearish    2.3188         
25/09/2018   09:35:00     Bullish    0.5797         
25/09/2018   09:50:00     Bearish    1.1594         
25/09/2018   10:00:00     Bearish    2.6086         
26/09/2018   09:15:00     Bearish    3.4781         
26/09/2018   09:35:00     Bullish    4.3477         
26/09/2018   09:40:00     Bullish    2.3188         
26/09/2018   10:00:00     Bullish    0.2898         
27/09/2018   08:40:00     Bullish    6.3766         
27/09/2018   08:45:00     Bullish    4.3477         
27/09/2018   09:05:00     Bullish    11.5938        
27/09/2018   10:00:00     Bullish    1.4492         
28/09/2018   08:50:00     Bearish    6.0867         
28/09/2018   09:00:00     Bullish    1.1594         
28/09/2018   09:40:00     Bullish    2.0289         
28/09/2018   09:55:00     Bullish    2.6086         
01/10/2018   09:40:00     Bearish    5.5071         
01/10/2018   09:55:00     Bullish    0.2898         
02/10/2018   08:40:00     Bearish    0.5797         
02/10/2018   08:50:00     Bullish    6.9563         
02/10/2018   09:10:00     Bearish    3.7680         
02/10/2018   09:50:00     Bullish    11.5938        
03/10/2018   09:40:00     Bearish    1.7391         
03/10/2018   09:55:00     Bearish    4.0578         
04/10/2018   08:40:00     Bearish    5.7969         
04/10/2018   09:20:00     Bearish    2.0289         
04/10/2018   09:25:00     Bearish    3.1883         
05/10/2018   08:40:00     Bullish    2.0289         
05/10/2018   08:50:00     Bearish    7.2461         
05/10/2018   08:55:00     Bearish    2.0289         
05/10/2018   09:00:00     Bearish    2.3188         
05/10/2018   09:25:00     Bullish    8.6954         
05/10/2018   09:50:00     Bearish    7.8258         
08/10/2018   08:45:00     Bullish    10.7243        
08/10/2018   08:55:00     Bullish    3.7680         
08/10/2018   09:15:00     Bullish    8.4055         
08/10/2018   09:35:00     Bearish    9.8547         
08/10/2018   09:50:00     Bearish    3.1883         
09/10/2018   09:00:00     Bullish    2.0289         
09/10/2018   09:10:00     Bearish    6.0867         
09/10/2018   09:20:00     Bullish    9.8547         
09/10/2018   09:25:00     Bullish    9.2750         
09/10/2018   09:30:00     Bullish    11.5938        
09/10/2018   09:35:00     Bullish    2.3188         
09/10/2018   09:55:00     Bearish    7.5360         
10/10/2018   08:40:00     Bearish    2.6086         
10/10/2018   08:50:00     Bearish    8.9852         
10/10/2018   08:55:00     Bearish    11.8837        
10/10/2018   09:00:00     Bearish    5.2172         
11/10/2018   08:50:00     Bullish    61.4472        
11/10/2018   08:55:00     Bullish    16.5212        
11/10/2018   09:15:00     Bearish    0.8695         
12/10/2018   09:15:00     Bearish    6.6664         
12/10/2018   09:40:00     Bullish    7.8258         
15/10/2018   09:05:00     Bearish    8.6954         
15/10/2018   09:35:00     Bullish    1.1594         
15/10/2018   09:55:00     Bullish    1.1594         
15/10/2018   10:00:00     Bullish    1.1594         
16/10/2018   09:00:00     Bullish    14.2024        
16/10/2018   09:15:00     Bearish    2.0289         
16/10/2018   09:45:00     Bullish    16.5212        
16/10/2018   09:55:00     Bullish    2.8985         
17/10/2018   08:40:00     Bearish    4.9274         
17/10/2018   09:00:00     Bearish    2.3188         
17/10/2018   09:40:00     Bearish    12.1735        
18/10/2018   09:35:00     Bullish    6.0867         
19/10/2018   08:40:00     Bullish    15.6516        
19/10/2018   09:05:00     Bullish    6.0867         
19/10/2018   09:15:00     Bearish    2.8985         
19/10/2018   09:50:00     Bearish    5.2172         
19/10/2018   10:00:00     Bullish    4.9274         
22/10/2018   08:40:00     Bearish    6.9563         
22/10/2018   08:55:00     Bearish    14.2024        
22/10/2018   09:35:00     Bullish    11.5938        
22/10/2018   09:40:00     Bullish    6.0867         
22/10/2018   09:45:00     Bullish    15.6516        
22/10/2018   09:50:00     Bullish    22.0282        
23/10/2018   09:05:00     Bearish    38.2596        
24/10/2018   08:50:00     Bearish    8.1157         
24/10/2018   09:20:00     Bearish    7.5360         
25/10/2018   08:50:00     Bullish    9.8547         
25/10/2018   08:55:00     Bullish    6.9563         
25/10/2018   09:05:00     Bullish    9.5649         
25/10/2018   09:20:00     Bearish    8.4055         
25/10/2018   09:30:00     Bullish    15.9415        
26/10/2018   08:40:00     Bullish    5.5071         
26/10/2018   09:05:00     Bearish    46.9549        
29/10/2018   09:00:00     Bullish    1.4492         
29/10/2018   09:05:00     Bullish    21.1587        
29/10/2018   09:35:00     Bearish    5.2172         
29/10/2018   09:40:00     Bearish    11.5938        
30/10/2018   08:55:00     Bullish    40.5783        
30/10/2018   09:40:00     Bearish    33.6220        
31/10/2018   08:45:00     Bullish    6.6664         
31/10/2018   09:00:00     Bullish    3.7680         
31/10/2018   09:20:00     Bullish    11.0141        
31/10/2018   09:50:00     Bearish    12.7532        
01/11/2018   08:45:00     Bearish    9.2750         
01/11/2018   09:15:00     Bullish    6.3766         
01/11/2018   09:35:00     Bullish    17.1009        
02/11/2018   08:40:00     Bullish    3.7680         
02/11/2018   08:45:00     Bullish    4.0578         
02/11/2018   08:55:00     Bearish    11.0141        
02/11/2018   09:00:00     Bearish    7.2461         
02/11/2018   09:05:00     Bearish    8.1157         
02/11/2018   09:30:00     Bearish    11.3040        
05/11/2018   08:45:00     Bearish    6.6664         
05/11/2018   09:05:00     Bearish    0.2898         
05/11/2018   09:15:00     Bearish    2.0289         
05/11/2018   09:55:00     Bullish    5.5071         
05/11/2018   10:00:00     Bullish    8.4055         
06/11/2018   08:40:00     Bullish    11.8837        
